Step,Action,Reward,Portfolio Value
53,0,-574.9797515869141,8494.638557434082
54,1,0.0,8494.638557434082
55,1,0.0,8494.638557434082
56,0,-46.580020904541016,8448.058536529541
57,2,442.50993728637695,8890.568473815918
58,2,-366.4748954772949,8524.093578338623
59,0,242.1472282409668,8766.24080657959
60,0,-17.81014633178711,8748.430660247803
61,1,0.0,8748.430660247803
62,1,0.0,8748.430660247803
63,1,0.0,8748.430660247803
64,0,758.159912109375,9506.590572357178
65,0,-109.4403076171875,9397.15026473999
66,0,239.04052734375,9636.19079208374
67,2,69.119384765625,9705.310176849365
68,2,189.3603515625,9894.670528411865
69,1,0.0,9894.670528411865
70,0,-89.73483276367188,9804.935695648193
71,0,77.40533447265625,9882.34103012085
72,2,-133.23300170898438,9749.108028411865
73,2,-201.04733276367188,9548.060695648193
74,2,-293.17991638183594,9254.880779266357
75,2,264.7528762817383,9519.633655548096
76,2,-36.64775085449219,9482.985904693604
77,2,271.94508361816406,9754.930988311768
78,2,6.8504180908203125,9761.781406402588
79,2,-157.2084197998047,9604.572986602783
80,2,313.3883361816406,9917.961322784424
81,2,207.8967056274414,10125.858028411865
82,1,0.0,10125.858028411865
83,0,143.14987182617188,10269.007900238037
84,1,0.0,10269.007900238037
85,0,105.91525268554688,10374.923152923584
86,1,0.0,10374.923152923584
87,2,0.0,10374.923152923584
88,2,0.0,10374.923152923584
89,1,0.0,10374.923152923584
90,1,0.0,10374.923152923584
91,2,0.0,10374.923152923584
92,1,0.0,10374.923152923584
93,2,0.0,10374.923152923584
94,1,0.0,10374.923152923584
95,1,0.0,10374.923152923584
96,2,0.0,10374.923152923584
97,2,0.0,10374.923152923584
98,0,-70.20011901855469,10304.72303390503
99,2,44.84916687011719,10349.572200775146
100,0,4.55047607421875,10354.122676849365
101,0,-10.074920654296875,10344.047756195068
102,2,127.07511901855469,10471.122875213623
103,2,48.4246826171875,10519.54755783081
104,0,57.84996032714844,10577.397518157959
105,2,-90.99960327148438,10486.397914886475
106,2,298.3497619628906,10784.747676849365
107,1,0.0,10784.747676849365
108,0,339.5924606323242,11124.34013748169
109,1,0.0,11124.34013748169
110,0,-533.6100769042969,10590.730060577393
111,1,0.0,10590.730060577393
112,1,0.0,10590.730060577393
113,0,279.5173873901367,10870.24744796753
114,1,0.0,10870.24744796753
115,2,0.0,10870.24744796753
116,0,-61.80780029296875,10808.43964767456
117,0,281.36231231689453,11089.801959991455
118,0,235.54511260986328,11325.347072601318
119,2,-198.9525375366211,11126.394535064697
120,2,146.9849624633789,11273.379497528076
121,2,-344.70723724365234,10928.672260284424
122,1,0.0,10928.672260284424
123,2,0.0,10928.672260284424
124,0,-20.527572631835938,10908.144687652588
125,2,0.0,10908.144687652588
126,0,289.76561737060547,11197.910305023193
127,1,0.0,11197.910305023193
128,0,260.3997802734375,11458.31008529663
129,0,49.200439453125,11507.510524749756
130,2,20.0994873046875,11527.610012054443
131,1,0.0,11527.610012054443
132,1,0.0,11527.610012054443
133,1,0.0,11527.610012054443
134,0,-140.6924285888672,11386.917583465576
135,2,-22.814964294433594,11364.102619171143
136,1,0.0,11364.102619171143
137,1,0.0,11364.102619171143
138,1,0.0,11364.102619171143
139,1,0.0,11364.102619171143
140,1,0.0,11364.102619171143
141,0,267.7899627685547,11631.892581939697
142,1,0.0,11631.892581939697
143,0,221.64981079101562,11853.542392730713
144,0,142.60018920898438,11996.142581939697
145,0,1248.6799621582031,13244.8225440979
146,2,332.0097351074219,13576.832279205322
147,1,0.0,13576.832279205322
148,0,48.89238739013672,13625.724666595459
149,1,0.0,13625.724666595459
150,0,-332.0092010498047,13293.715465545654
151,2,192.18474578857422,13485.900211334229
152,1,0.0,13485.900211334229
153,2,0.0,13485.900211334229
154,0,238.0,13723.900211334229
155,2,-12.197608947753906,13711.702602386475
156,0,-35.70036315917969,13676.002239227295
157,0,113.64521789550781,13789.647457122803
158,0,17.254600524902344,13806.902057647705
159,0,305.5330810546875,14112.435138702393
160,2,725.3051452636719,14837.740283966064
161,0,177.01195526123047,15014.752239227295
162,1,0.0,15014.752239227295
163,0,203.70025634765625,15218.452495574951
164,0,-181.4996337890625,15036.952861785889
165,1,0.0,15036.952861785889
166,2,0.0,15036.952861785889
167,2,0.0,15036.952861785889
168,2,0.0,15036.952861785889
169,2,0.0,15036.952861785889
170,1,0.0,15036.952861785889
171,1,0.0,15036.952861785889
172,1,0.0,15036.952861785889
173,0,-490.240234375,14546.712627410889
174,1,0.0,14546.712627410889
175,0,433.44007873535156,14980.15270614624
176,2,23.22003936767578,15003.372745513916
177,1,0.0,15003.372745513916
178,0,-238.07012176513672,14765.30262374878
179,0,-465.5,14299.80262374878
180,2,430.9207305908203,14730.7233543396
181,0,230.0894317626953,14960.812786102295
182,1,0.0,14960.812786102295
183,1,0.0,14960.812786102295
184,2,0.0,14960.812786102295
185,1,0.0,14960.812786102295
186,0,-113.10035705566406,14847.71242904663
187,1,0.0,14847.71242904663
188,0,125.4404296875,14973.15285873413
189,1,0.0,14973.15285873413
190,2,0.0,14973.15285873413
191,1,0.0,14973.15285873413
192,2,0.0,14973.15285873413
193,1,0.0,14973.15285873413
194,2,0.0,14973.15285873413
195,1,0.0,14973.15285873413
196,0,-396.0003662109375,14577.152492523193
197,0,10.80047607421875,14587.952968597412
198,2,-57.60040283203125,14530.35256576538
199,1,0.0,14530.35256576538
200,0,-370.8791809082031,14159.473384857178
201,1,0.0,14159.473384857178
202,0,-76.7999267578125,14082.673458099365
203,0,-134.40032958984375,13948.273128509521
204,2,-85.19989013671875,13863.073238372803
205,1,0.0,13863.073238372803
206,1,0.0,13863.073238372803
207,2,0.0,13863.073238372803
208,0,510.8803405761719,14373.953578948975
209,2,-801.0398864746094,13572.913692474365
210,0,-11.160491943359375,13561.753200531006
211,2,207.08071899414062,13768.833919525146
212,0,559.2393188476562,14328.073238372803
213,1,0.0,14328.073238372803
214,2,0.0,14328.073238372803
215,1,0.0,14328.073238372803
216,0,-43.04981231689453,14285.023426055908
217,2,432.95958709716797,14717.983013153076
218,1,0.0,14717.983013153076
219,2,0.0,14717.983013153076
220,2,0.0,14717.983013153076
221,1,0.0,14717.983013153076
222,1,0.0,14717.983013153076
223,1,0.0,14717.983013153076
224,1,0.0,14717.983013153076
225,1,0.0,14717.983013153076
226,1,0.0,14717.983013153076
227,2,0.0,14717.983013153076
228,0,70.5596923828125,14788.542705535889
229,2,309.9608459472656,15098.503551483154
230,1,0.0,15098.503551483154
231,0,44.28007507324219,15142.783626556396
232,0,-17.219924926757812,15125.563701629639
233,2,-84.87030029296875,15040.69340133667
234,2,184.5,15225.19340133667
235,0,77.48966217041016,15302.68306350708
236,2,-319.79981231689453,14982.883251190186
237,2,179.57988739013672,15162.463138580322
238,1,0.0,15162.463138580322
239,2,0.0,15162.463138580322
240,1,0.0,15162.463138580322
241,2,0.0,15162.463138580322
242,1,0.0,15162.463138580322
243,0,-238.67921447753906,14923.783924102783
244,2,183.68907165527344,15107.472995758057
245,1,0.0,15107.472995758057
246,1,0.0,15107.472995758057
247,0,116.14936828613281,15223.62236404419
248,1,0.0,15223.62236404419
249,2,0.0,15223.62236404419
250,1,0.0,15223.62236404419
251,1,0.0,15223.62236404419
0,0,-97.09044647216797,9902.909553527832
1,1,0.0,9902.909553527832
2,0,-46.52911376953125,9856.3804397583
3,1,0.0,9856.3804397583
4,1,0.0,9856.3804397583
5,0,22.22441864013672,9878.604858398438
6,0,210.50265502929688,10089.107513427734
7,0,-135.88996124267578,9953.217552185059
8,2,-42.544883728027344,9910.672668457031
9,0,123.8248062133789,10034.49747467041
10,1,0.0,10034.49747467041
11,0,-67.50011444091797,9966.997360229492
12,1,0.0,9966.997360229492
13,2,0.0,9966.997360229492
14,0,-28.520416259765625,9938.476943969727
15,0,-290.1595458984375,9648.317398071289
16,2,270.939697265625,9919.257095336914
17,0,206.14981079101562,10125.40690612793
18,0,-14.570037841796875,10110.836868286133
19,2,-445.1595458984375,9665.677322387695
20,0,-26.350189208984375,9639.327133178711
21,1,0.0,9639.327133178711
22,0,78.00018310546875,9717.32731628418
23,2,112.79937744140625,9830.126693725586
24,2,-155.3997802734375,9674.726913452148
25,2,45.59967041015625,9720.326583862305
26,2,-58.2000732421875,9662.126510620117
27,0,227.7008056640625,9889.82731628418
28,2,-69.9005126953125,9819.926803588867
29,1,0.0,9819.926803588867
30,2,0.0,9819.926803588867
31,2,0.0,9819.926803588867
32,0,-100.43022155761719,9719.49658203125
33,1,0.0,9719.49658203125
34,0,-460.9698486328125,9258.526733398438
35,0,-313.1001892089844,8945.426544189453
36,2,141.67022705078125,9087.096771240234
37,0,-593.0301513671875,8494.066619873047
38,0,-4.960113525390625,8489.106506347656
39,0,788.9503784179688,9278.056884765625
40,1,0.0,9278.056884765625
41,2,0.0,9278.056884765625
42,2,0.0,9278.056884765625
43,0,-122.53546142578125,9155.521423339844
44,2,-720.0895385742188,8435.431884765625
45,1,0.0,8435.431884765625
46,1,0.0,8435.431884765625
47,0,-829.5999069213867,7605.831977844238
48,0,907.0701675415039,8512.902145385742
49,0,-1090.679832458496,7422.222312927246
50,2,324.82481384277344,7747.0471267700195
51,2,-188.79507446289062,7558.252052307129
52,2,-57.644981384277344,7500.607070922852
53,1,0.0,7500.607070922852
54,2,0.0,7500.607070922852
55,1,0.0,7500.607070922852
56,2,0.0,7500.607070922852
57,0,394.05994415283203,7894.667015075684
58,1,0.0,7894.667015075684
59,2,0.0,7894.667015075684
60,0,-15.990131378173828,7878.67688369751
61,1,0.0,7878.67688369751
62,0,130.64964294433594,8009.326526641846
63,0,-114.39964294433594,7894.92688369751
64,1,0.0,7894.92688369751
65,1,0.0,7894.92688369751
66,0,200.86044311523438,8095.787326812744
67,0,58.07948303222656,8153.866809844971
68,0,159.11529541015625,8312.982105255127
69,1,0.0,8312.982105255127
70,1,0.0,8312.982105255127
71,2,0.0,8312.982105255127
72,2,0.0,8312.982105255127
73,2,0.0,8312.982105255127
74,2,0.0,8312.982105255127
75,1,0.0,8312.982105255127
76,0,-32.1002197265625,8280.881885528564
77,1,0.0,8280.881885528564
78,2,0.0,8280.881885528564
79,0,-133.11077880859375,8147.771106719971
80,2,265.3507080078125,8413.121814727783
81,0,176.02932739257812,8589.151142120361
82,1,0.0,8589.151142120361
83,1,0.0,8589.151142120361
84,0,128.69982147216797,8717.85096359253
85,0,89.79771423339844,8807.648677825928
86,2,90.96707153320312,8898.61574935913
87,1,0.0,8898.61574935913
88,1,0.0,8898.61574935913
89,0,-100.8001708984375,8797.815578460693
90,1,0.0,8797.815578460693
91,1,0.0,8797.815578460693
92,1,0.0,8797.815578460693
93,2,0.0,8797.815578460693
94,2,0.0,8797.815578460693
95,2,0.0,8797.815578460693
96,1,0.0,8797.815578460693
97,2,0.0,8797.815578460693
98,1,0.0,8797.815578460693
99,2,0.0,8797.815578460693
100,1,0.0,8797.815578460693
101,1,0.0,8797.815578460693
102,1,0.0,8797.815578460693
103,1,0.0,8797.815578460693
104,2,0.0,8797.815578460693
105,2,0.0,8797.815578460693
106,1,0.0,8797.815578460693
107,2,0.0,8797.815578460693
108,1,0.0,8797.815578460693
109,2,0.0,8797.815578460693
110,0,-419.2650604248047,8378.550518035889
111,2,71.77484893798828,8450.325366973877
112,0,103.70256042480469,8554.027927398682
113,2,224.97740936279297,8779.005336761475
114,2,-12.12725830078125,8766.878078460693
115,0,3.465362548828125,8770.343441009521
116,0,-49.74774169921875,8720.595699310303
117,2,226.46234893798828,8947.058048248291
118,1,0.0,8947.058048248291
119,1,0.0,8947.058048248291
120,2,0.0,8947.058048248291
121,0,-274.64479064941406,8672.413257598877
122,1,0.0,8672.413257598877
123,1,0.0,8672.413257598877
124,0,-16.387557983398438,8656.025699615479
125,1,0.0,8656.025699615479
126,0,231.32549285888672,8887.351192474365
127,2,-27.550086975097656,8859.801105499268
128,0,206.1498260498047,9065.950931549072
129,2,38.950347900390625,9104.901279449463
130,2,15.912094116210938,9120.813373565674
131,2,-42.03723907470703,9078.776134490967
132,1,0.0,9078.776134490967
133,1,0.0,9078.776134490967
134,2,0.0,9078.776134490967
135,2,0.0,9078.776134490967
136,0,190.81988525390625,9269.596019744873
137,1,0.0,9269.596019744873
138,1,0.0,9269.596019744873
139,2,0.0,9269.596019744873
140,2,0.0,9269.596019744873
141,2,0.0,9269.596019744873
142,0,-151.0770263671875,9118.518993377686
143,0,173.3873519897461,9291.906345367432
144,2,111.5501480102539,9403.456493377686
145,1,0.0,9403.456493377686
146,2,0.0,9403.456493377686
147,1,0.0,9403.456493377686
148,1,0.0,9403.456493377686
149,2,0.0,9403.456493377686
150,1,0.0,9403.456493377686
151,1,0.0,9403.456493377686
152,2,0.0,9403.456493377686
153,0,308.97518157958984,9712.431674957275
154,1,0.0,9712.431674957275
155,0,-8.610076904296875,9703.821598052979
156,1,0.0,9703.821598052979
157,2,0.0,9703.821598052979
158,2,0.0,9703.821598052979
159,2,0.0,9703.821598052979
160,0,499.79010009765625,10203.611698150635
161,0,121.97462463378906,10325.586322784424
162,1,0.0,10325.586322784424
163,2,0.0,10325.586322784424
164,2,0.0,10325.586322784424
165,0,-16.604949951171875,10308.981372833252
166,2,347.06422424316406,10656.045597076416
167,2,421.4799499511719,11077.525547027588
168,2,-227.95989990234375,10849.565647125244
169,2,-862.6397247314453,9986.925922393799
170,0,6.560150146484375,9993.486072540283
171,1,0.0,9993.486072540283
172,1,0.0,9993.486072540283
173,0,-325.55015563964844,9667.935916900635
174,0,-126.64981842041016,9541.286098480225
175,2,285.6000518798828,9826.886150360107
176,2,15.300025939941406,9842.186176300049
177,1,0.0,9842.186176300049
178,0,-155.7300796508789,9686.45609664917
179,0,-304.5,9381.95609664917
180,1,0.0,9381.95609664917
181,1,0.0,9381.95609664917
182,0,-389.26956939697266,8992.686527252197
183,0,91.29987335205078,9083.986400604248
184,1,0.0,9083.986400604248
185,0,214.4000244140625,9298.38642501831
186,1,0.0,9298.38642501831
187,2,0.0,9298.38642501831
188,2,0.0,9298.38642501831
189,0,-297.83033752441406,9000.556087493896
190,0,274.9202651977539,9275.47635269165
191,1,0.0,9275.47635269165
192,1,0.0,9275.47635269165
193,1,0.0,9275.47635269165
194,2,0.0,9275.47635269165
195,2,0.0,9275.47635269165
196,1,0.0,9275.47635269165
197,1,0.0,9275.47635269165
198,2,0.0,9275.47635269165
199,2,0.0,9275.47635269165
200,2,0.0,9275.47635269165
201,0,120.86990356445312,9396.346256256104
202,2,-50.55995178222656,9345.786304473877
203,1,0.0,9345.786304473877
204,2,0.0,9345.786304473877
205,1,0.0,9345.786304473877
206,1,0.0,9345.786304473877
207,2,0.0,9345.786304473877
208,1,0.0,9345.786304473877
209,2,0.0,9345.786304473877
210,0,-7.650337219238281,9338.135967254639
211,2,141.95049285888672,9480.086460113525
212,2,383.3495330810547,9863.43599319458
213,1,0.0,9863.43599319458
214,2,0.0,9863.43599319458
215,0,-196.7102279663086,9666.725765228271
216,2,-29.04987335205078,9637.67589187622
217,2,292.1597213745117,9929.835613250732
218,0,-23.239898681640625,9906.595714569092
219,1,0.0,9906.595714569092
220,1,0.0,9906.595714569092
221,1,0.0,9906.595714569092
222,2,0.0,9906.595714569092
223,2,0.0,9906.595714569092
224,2,0.0,9906.595714569092
225,0,-293.1598205566406,9613.435894012451
226,1,0.0,9613.435894012451
227,0,71.38005065917969,9684.81594467163
228,1,0.0,9684.81594467163
229,1,0.0,9684.81594467163
230,0,297.2698516845703,9982.085796356201
231,1,0.0,9982.085796356201
232,1,0.0,9982.085796356201
233,2,0.0,9982.085796356201
234,1,0.0,9982.085796356201
235,0,50.3997802734375,10032.485576629639
236,0,-207.9998779296875,9824.485698699951
237,2,116.7999267578125,9941.285625457764
238,2,-66.3995361328125,9874.886089324951
239,2,-50.400390625,9824.485698699951
240,2,487.9998779296875,10312.485576629639
241,1,0.0,10312.485576629639
242,2,0.0,10312.485576629639
243,0,-163.199462890625,10149.286113739014
244,1,0.0,10149.286113739014
245,0,288.35072326660156,10437.636837005615
246,1,0.0,10437.636837005615
247,0,79.78956604003906,10517.426403045654
248,2,372.8800964355469,10890.306499481201
249,1,0.0,10890.306499481201
250,0,-91.99951171875,10798.306987762451
251,2,-82.39990234375,10715.907085418701
0,0,-97.09044647216797,9902.909553527832
1,1,0.0,9902.909553527832
2,2,0.0,9902.909553527832
3,0,158.39959716796875,10061.3091506958
4,2,212.52008056640625,10273.829231262207
5,2,23.099395751953125,10296.92862701416
6,0,218.7901611328125,10515.718788146973
7,0,-141.23995971679688,10374.478828430176
8,1,0.0,10374.478828430176
9,0,129.67479705810547,10504.153625488281
10,0,116.0431900024414,10620.196815490723
11,2,-71.82012176513672,10548.376693725586
12,1,0.0,10548.376693725586
13,0,50.489959716796875,10598.866653442383
14,0,-30.360443115234375,10568.506210327148
15,1,0.0,10568.506210327148
16,2,0.0,10568.506210327148
17,1,0.0,10568.506210327148
18,0,-15.275039672851562,10553.231170654297
19,2,-466.69952392578125,10086.531646728516
20,2,-27.625198364257812,10058.906448364258
21,0,331.1750793457031,10390.081527709961
22,0,84.50019836425781,10474.581726074219
23,1,0.0,10474.581726074219
24,0,-165.759765625,10308.821960449219
25,2,48.6396484375,10357.461608886719
26,0,-62.080078125,10295.381530761719
27,2,242.880859375,10538.262390136719
28,2,-74.560546875,10463.701843261719
29,1,0.0,10463.701843261719
30,0,-190.400390625,10273.301452636719
31,2,147.83984375,10421.141296386719
32,2,-106.240234375,10314.901062011719
33,2,-232.0,10082.901062011719
34,1,0.0,10082.901062011719
35,0,-340.87520599365234,9742.025856018066
36,0,154.2377471923828,9896.26360321045
37,0,-645.6376647949219,9250.625938415527
38,2,-5.400123596191406,9245.225814819336
39,1,0.0,9245.225814819336
40,1,0.0,9245.225814819336
41,1,0.0,9245.225814819336
42,0,-299.50929260253906,8945.716522216797
43,0,-118.64544677734375,8827.071075439453
44,2,-697.2295532226562,8129.841522216797
45,1,0.0,8129.841522216797
46,2,0.0,8129.841522216797
47,0,-802.3999099731445,7327.441612243652
48,0,877.3301620483398,8204.771774291992
49,0,-1054.9198379516602,7149.851936340332
50,1,0.0,7149.851936340332
51,2,0.0,7149.851936340332
52,0,-54.33748245239258,7095.514453887939
53,0,-446.77480697631836,6648.739646911621
54,0,-141.2303009033203,6507.509346008301
55,1,0.0,6507.509346008301
56,2,0.0,6507.509346008301
57,1,0.0,6507.509346008301
58,1,0.0,6507.509346008301
59,2,0.0,6507.509346008301
60,1,0.0,6507.509346008301
61,0,-341.18973541259766,6166.319610595703
62,0,102.50971984863281,6268.829330444336
63,0,-89.75971984863281,6179.069610595703
64,0,537.0299377441406,6716.099548339844
65,1,0.0,6716.099548339844
66,0,170.98037719726562,6887.079925537109
67,0,49.43955993652344,6936.519485473633
68,0,135.44525146484375,7071.964736938477
69,0,355.3496856689453,7427.314422607422
70,2,-67.46487426757812,7359.849548339844
71,1,0.0,7359.849548339844
72,1,0.0,7359.849548339844
73,2,0.0,7359.849548339844
74,1,0.0,7359.849548339844
75,2,0.0,7359.849548339844
76,1,0.0,7359.849548339844
77,1,0.0,7359.849548339844
78,1,0.0,7359.849548339844
79,2,0.0,7359.849548339844
80,1,0.0,7359.849548339844
81,1,0.0,7359.849548339844
82,0,-118.24951171875,7241.600036621094
83,2,102.24990844726562,7343.849945068359
84,1,0.0,7343.849945068359
85,0,75.21517944335938,7419.065124511719
86,1,0.0,7419.065124511719
87,2,0.0,7419.065124511719
88,0,115.90011596679688,7534.965240478516
89,0,-85.5001449584961,7449.4650955200195
90,0,-89.30023193359375,7360.164863586426
91,2,44.887847900390625,7405.052711486816
92,0,-43.46290588378906,7361.589805603027
93,1,0.0,7361.589805603027
94,0,-42.31446075439453,7319.275344848633
95,1,0.0,7319.275344848633
96,0,-54.145111083984375,7265.130233764648
97,2,46.410194396972656,7311.540428161621
98,0,-49.14008331298828,7262.400344848633
99,2,31.39441680908203,7293.794761657715
100,2,3.185333251953125,7296.980094909668
101,0,-7.0524444580078125,7289.92765045166
102,1,0.0,7289.92765045166
103,1,0.0,7289.92765045166
104,1,0.0,7289.92765045166
105,1,0.0,7289.92765045166
106,0,206.54983520507812,7496.477485656738
107,0,44.09980773925781,7540.577293395996
108,2,236.9249725341797,7777.502265930176
109,0,199.12513732910156,7976.627403259277
110,0,-381.1500549316406,7595.477348327637
111,2,65.24986267089844,7660.727210998535
112,1,0.0,7660.727210998535
113,0,202.2524185180664,7862.979629516602
114,0,-10.90228271484375,7852.077346801758
115,2,3.115325927734375,7855.192672729492
116,2,-44.72271728515625,7810.469955444336
117,2,203.58736419677734,8014.057319641113
118,0,170.4350814819336,8184.492401123047
119,2,-143.95752716064453,8040.534873962402
120,2,106.35497283935547,8146.889846801758
121,0,-249.42230987548828,7897.4675369262695
122,0,181.33736419677734,8078.804901123047
123,0,67.19475555419922,8145.999656677246
124,1,0.0,8145.999656677246
125,0,0.0,8145.999656677246
126,1,0.0,8145.999656677246
127,0,-25.230079650878906,8120.769577026367
128,2,188.7898406982422,8309.55941772461
129,0,35.670318603515625,8345.229736328125
130,0,14.572128295898438,8359.801864624023
131,0,-38.49726104736328,8321.30460357666
132,0,137.4601593017578,8458.764762878418
133,0,58.07212829589844,8516.836891174316
134,1,0.0,8516.836891174316
135,0,-17.15997314453125,8499.676918029785
136,1,0.0,8499.676918029785
137,0,-116.74484252929688,8382.932075500488
138,2,23.434921264648438,8406.366996765137
139,2,-380.7648162841797,8025.602180480957
140,0,-19.780288696289062,8005.821891784668
141,2,188.7699737548828,8194.59186553955
142,2,-133.944580078125,8060.647285461426
143,2,153.72486877441406,8214.37215423584
144,1,0.0,8214.37215423584
145,0,855.9499740600586,9070.322128295898
146,1,0.0,9070.322128295898
147,2,0.0,9070.322128295898
148,0,32.59492492675781,9102.917053222656
149,1,0.0,9102.917053222656
150,2,0.0,9102.917053222656
151,2,0.0,9102.917053222656
152,2,0.0,9102.917053222656
153,2,0.0,9102.917053222656
154,2,0.0,9102.917053222656
155,1,0.0,9102.917053222656
156,2,0.0,9102.917053222656
157,0,75.44514465332031,9178.362197875977
158,1,0.0,9178.362197875977
159,0,202.8328857421875,9381.195083618164
160,2,481.5050964355469,9862.700180053711
161,1,0.0,9862.700180053711
162,1,0.0,9862.700180053711
163,0,134.10266876220703,9996.802848815918
164,2,-119.48725891113281,9877.315589904785
165,0,-15.997451782226562,9861.318138122559
166,2,334.3667526245117,10195.68489074707
167,1,0.0,10195.68489074707
168,0,-208.49990844726562,9987.184982299805
169,1,0.0,9987.184982299805
170,2,0.0,9987.184982299805
171,2,0.0,9987.184982299805
172,1,0.0,9987.184982299805
173,1,0.0,9987.184982299805
174,0,-131.11981201171875,9856.065170288086
175,0,295.6800537109375,10151.745223999023
176,1,0.0,10151.745223999023
177,2,0.0,10151.745223999023
178,0,-161.10008239746094,9990.645141601562
179,1,0.0,9990.645141601562
180,0,301.3205108642578,10291.96565246582
181,0,160.8896026611328,10452.855255126953
182,1,0.0,10452.855255126953
183,1,0.0,10452.855255126953
184,1,0.0,10452.855255126953
185,2,0.0,10452.855255126953
186,1,0.0,10452.855255126953
187,1,0.0,10452.855255126953
188,1,0.0,10452.855255126953
189,2,0.0,10452.855255126953
190,2,0.0,10452.855255126953
191,0,-297.2596740722656,10155.595581054688
192,1,0.0,10155.595581054688
193,0,-9.6800537109375,10145.91552734375
194,2,176.0,10321.91552734375
195,1,0.0,10321.91552734375
196,0,-270.6002502441406,10051.31527709961
197,1,0.0,10051.31527709961
198,2,0.0,10051.31527709961
199,0,-140.27020263671875,9911.04507446289
200,0,-252.31944274902344,9658.725631713867
201,1,0.0,9658.725631713867
202,0,-52.479949951171875,9606.245681762695
203,0,-91.84022521972656,9514.405456542969
204,2,-58.21992492675781,9456.185531616211
205,0,0.8201751708984375,9457.00570678711
206,1,0.0,9457.00570678711
207,2,0.0,9457.00570678711
208,1,0.0,9457.00570678711
209,1,0.0,9457.00570678711
210,0,-7.7403411865234375,9449.265365600586
211,0,143.62049865722656,9592.885864257812
212,1,0.0,9592.885864257812
213,0,338.64015197753906,9931.526016235352
214,1,0.0,9931.526016235352
215,1,0.0,9931.526016235352
216,1,0.0,9931.526016235352
217,1,0.0,9931.526016235352
218,2,0.0,9931.526016235352
219,2,0.0,9931.526016235352
220,1,0.0,9931.526016235352
221,2,0.0,9931.526016235352
222,1,0.0,9931.526016235352
223,2,0.0,9931.526016235352
224,0,-107.90025329589844,9823.625762939453
225,0,-289.6698226928711,9533.955940246582
226,0,109.55997467041016,9643.515914916992
227,0,71.38005065917969,9714.895965576172
228,1,0.0,9714.895965576172
229,1,0.0,9714.895965576172
230,0,297.2698516845703,10012.165817260742
231,2,29.160049438476562,10041.325866699219
232,0,-11.339950561523438,10029.985916137695
233,2,-55.89019775390625,9974.095718383789
234,0,121.5,10095.595718383789
235,2,51.02977752685547,10146.625495910645
236,1,0.0,10146.625495910645
237,0,121.17992401123047,10267.805419921875
238,2,-68.88951873779297,10198.915901184082
239,0,-52.2904052734375,10146.625495910645
240,2,506.2998733520508,10652.925369262695
241,0,-5.809974670410156,10647.115394592285
242,2,73.86994934082031,10720.985343933105
243,0,-169.31944274902344,10551.665901184082
244,0,130.30934143066406,10681.975242614746
245,2,302.9507598876953,10984.926002502441
246,2,-76.35984802246094,10908.56615447998
247,0,83.82954406738281,10992.395698547363
248,2,391.7601013183594,11384.155799865723
249,1,0.0,11384.155799865723
250,2,0.0,11384.155799865723
251,2,0.0,11384.155799865723
0,0,-97.09044647216797,9902.909553527832
1,2,78.80233764648438,9981.711891174316
2,0,-46.88160705566406,9934.830284118652
3,0,159.59959411621094,10094.429878234863
4,0,214.1300811767578,10308.559959411621
5,1,0.0,10308.559959411621
6,0,218.7901611328125,10527.350120544434
7,1,0.0,10527.350120544434
8,0,-44.88987731933594,10482.460243225098
9,1,0.0,10482.460243225098
10,2,0.0,10482.460243225098
11,1,0.0,10482.460243225098
12,0,37.2901611328125,10519.75040435791
13,0,50.489959716796875,10570.240364074707
14,1,0.0,10570.240364074707
15,1,0.0,10570.240364074707
16,1,0.0,10570.240364074707
17,0,221.11229705810547,10791.352661132812
18,0,-15.627540588378906,10775.725120544434
19,1,0.0,10775.725120544434
20,2,0.0,10775.725120544434
21,0,354.1025848388672,11129.8277053833
22,2,90.35021209716797,11220.177917480469
23,1,0.0,11220.177917480469
24,1,0.0,11220.177917480469
25,2,0.0,11220.177917480469
26,2,0.0,11220.177917480469
27,2,0.0,11220.177917480469
28,2,0.0,11220.177917480469
29,0,2.760589599609375,11222.938507080078
30,0,-205.27542114257812,11017.6630859375
31,2,159.38983154296875,11177.052917480469
32,1,0.0,11177.052917480469
33,0,-251.9375,10925.115417480469
34,2,-516.7323303222656,10408.383087158203
35,1,0.0,10408.383087158203
36,0,164.520263671875,10572.903350830078
37,1,0.0,10572.903350830078
38,1,0.0,10572.903350830078
39,1,0.0,10572.903350830078
40,1,0.0,10572.903350830078
41,1,0.0,10572.903350830078
42,0,-341.2441940307617,10231.659156799316
43,1,0.0,10231.659156799316
44,0,-805.8144836425781,9425.844673156738
45,1,0.0,9425.844673156738
46,2,0.0,9425.844673156738
47,2,0.0,9425.844673156738
48,0,1122.6852073669434,10548.529880523682
49,0,-1349.9397926330566,9198.590087890625
50,1,0.0,9198.590087890625
51,0,-224.38758850097656,8974.202499389648
52,0,-68.51247787475586,8905.690021514893
53,2,-563.3247566223145,8342.365264892578
54,0,-176.5378761291504,8165.827388763428
55,1,0.0,8165.827388763428
56,1,0.0,8165.827388763428
57,0,429.58993911743164,8595.41732788086
58,1,0.0,8595.41732788086
59,2,0.0,8595.41732788086
60,1,0.0,8595.41732788086
61,0,-451.574649810791,8143.842678070068
62,2,135.67462921142578,8279.517307281494
